casent,new codes for PTs,species,CL,PoOC,CW,CWb,FRS,SL,EL,MW,PSTI,PEW,PPW,SPBA,SPTI,ML,PEL,NOL,MPST,PEH,NOH,PPH,SPST,PPL,dendroname,lat,long,,CS (µm),PoOC/CL,CL/CW,CL/CWb,FRS/CS,SL/CS,EL/CS,MW/CS,PSTI/CS,PEW/CS,PPW/CS,SPBA/CS,SPTI/CS,ML/CS,PEL/CS,NOL/CS,MPST/CS,PEH/CS,NOH/CS,PPH/CS,SPST/CS,PPL/CS
CASENT_0299225,,retusispinosus,852,418,792,748,238,655,190,550,530,200,315,200,265,1085,420,260,340,240,132,228,340,210,retusispinosus-CASENT_0299225,-18.76131,48.36437,,800,0.490610329,1.075757576,1.139037433,0.2975,0.81875,0.2375,0.6875,0.6625,0.25,0.39375,0.25,0.33125,1.35625,0.525,0.325,0.425,0.3,0.165,0.285,0.425,0.2625
CASENT_0299259,,retusispinosus,860,428,770,712,230,652,192,550,530,185,302,190,260,1060,425,275,330,248,152,210,350,205,retusispinosus-CASENT_0299259,-18.76131,48.36437,,786,0.497674419,1.116883117,1.207865169,0.292620865,0.829516539,0.244274809,0.699745547,0.674300254,0.235368957,0.384223919,0.24173028,0.330788804,1.348600509,0.540712468,0.349872774,0.419847328,0.315521628,0.193384224,0.267175573,0.445292621,0.260814249
CASENT_0300280,,retusispinosus,890,428,805,750,248,692,192,552,540,215,340,212,270,1130,452,300,350,272,168,228,362,215,retusispinosus-CASENT_0300280,-18.77898,48.36375,,820,0.480898876,1.105590062,1.186666667,0.302439024,0.843902439,0.234146341,0.673170732,0.658536585,0.262195122,0.414634146,0.258536585,0.329268293,1.37804878,0.551219512,0.365853659,0.426829268,0.331707317,0.204878049,0.27804878,0.441463415,0.262195122
CASENT_0300324,,retusispinosus,892,438,820,765,242,695,192,550,542,208,330,208,275,1120,440,290,340,260,160,222,380,212,retusispinosus-CASENT_0300324,-18.76087,48.37128,,828.5,0.49103139,1.087804878,1.166013072,0.292094146,0.838865419,0.231744116,0.663850332,0.654194327,0.251056126,0.398310199,0.251056126,0.331925166,1.351840676,0.531080266,0.350030175,0.410380205,0.313820157,0.193120097,0.267954134,0.458660229,0.255884128
CASENT_0121890,,rugosus,850,400,728,685,222,632,178,482,500,182,260,170,188,1062,385,260,320,240,142,220,212,180,rugosus-CASENT_0121890,-24.7585,46.85367,,767.5,0.470588235,1.167582418,1.240875912,0.289250814,0.823452769,0.231921824,0.628013029,0.651465798,0.23713355,0.338762215,0.221498371,0.24495114,1.383713355,0.501628664,0.338762215,0.416938111,0.312703583,0.185016287,0.286644951,0.276221498,0.234527687
CASENT_0121931,,rugosus,800,375,698,652,218,595,160,440,460,162,232,142,162,965,360,240,300,212,122,200,192,170,rugosus-CASENT_0121931,-24.7585,46.85367,,726,0.46875,1.146131805,1.226993865,0.300275482,0.819559229,0.220385675,0.606060606,0.633608815,0.223140496,0.319559229,0.195592287,0.223140496,1.329201102,0.495867769,0.330578512,0.41322314,0.292011019,0.168044077,0.275482094,0.26446281,0.23415978
CASENT_0121955,,rugosus,768,355,652,602,190,575,158,412,420,148,218,130,155,920,340,230,280,200,118,170,188,152,rugosus-CASENT_0121955,-24.7585,46.85367,,685,0.462239583,1.17791411,1.275747508,0.277372263,0.839416058,0.230656934,0.601459854,0.613138686,0.216058394,0.318248175,0.189781022,0.226277372,1.343065693,0.496350365,0.335766423,0.408759124,0.291970803,0.172262774,0.248175182,0.274452555,0.22189781
CASENT_0121967,,rugosus,810,385,690,640,205,592,170,460,460,170,240,150,178,1000,360,232,300,218,125,212,190,180,rugosus-CASENT_0121967,-24.7585,46.85367,,725,0.475308642,1.173913043,1.265625,0.282758621,0.816551724,0.234482759,0.634482759,0.634482759,0.234482759,0.331034483,0.206896552,0.245517241,1.379310345,0.496551724,0.32,0.413793103,0.300689655,0.172413793,0.292413793,0.262068966,0.248275862
CASENT_0122544,,rugosus,770,355,658,610,200,578,160,445,440,150,238,140,165,940,350,230,298,202,118,198,208,162,rugosus-CASENT_0122544,-24.7585,46.85367,,690,0.461038961,1.170212766,1.262295082,0.289855072,0.837681159,0.231884058,0.644927536,0.637681159,0.217391304,0.344927536,0.202898551,0.239130435,1.362318841,0.507246377,0.333333333,0.431884058,0.292753623,0.171014493,0.286956522,0.301449275,0.234782609
CASENT_0122626,,rugosus,760,350,650,602,200,580,160,410,412,152,230,138,130,900,330,220,280,202,112,200,172,160,rugosus-CASENT_0122626,-24.569,47.204,,681,0.460526316,1.169230769,1.262458472,0.293685756,0.851688693,0.234948605,0.6020558,0.604992658,0.223201175,0.33773862,0.202643172,0.190895742,1.321585903,0.484581498,0.323054332,0.411160059,0.296622614,0.164464023,0.293685756,0.25256975,0.234948605
CASENT_0136779,,rugosus,822,390,715,660,210,600,168,460,470,178,242,170,195,990,390,250,300,218,132,190,220,180,rugosus-CASENT_0136779,-17.91801,49.20074,,741,0.474452555,1.14965035,1.245454545,0.28340081,0.809716599,0.226720648,0.620782726,0.634278003,0.240215924,0.326585695,0.229419703,0.263157895,1.336032389,0.526315789,0.337381916,0.4048583,0.294197031,0.178137652,0.256410256,0.296896086,0.24291498
CASENT_0161431,,rugosus,835,400,745,700,218,602,178,495,490,190,255,175,230,1010,410,272,305,220,128,198,240,185,rugosus-CASENT_0161431,-16.81209,49.29216,,767.5,0.479041916,1.120805369,1.192857143,0.284039088,0.784364821,0.231921824,0.64495114,0.638436482,0.247557003,0.332247557,0.228013029,0.299674267,1.315960912,0.534201954,0.354397394,0.397394137,0.286644951,0.166775244,0.257980456,0.312703583,0.241042345
CASENT_0161443,,rugosus,825,390,720,670,220,602,175,480,490,178,258,172,220,1050,385,250,300,218,128,198,230,172,rugosus-CASENT_0161443,-16.81209,49.29216,,747.5,0.472727273,1.145833333,1.231343284,0.294314381,0.805351171,0.234113712,0.642140468,0.655518395,0.23812709,0.345150502,0.230100334,0.294314381,1.404682274,0.515050167,0.334448161,0.401337793,0.291638796,0.171237458,0.264882943,0.307692308,0.230100334
CASENT_0161444,,rugosus,832,402,748,700,220,602,168,520,520,190,262,180,225,1030,400,260,310,230,135,200,230,185,rugosus-CASENT_0161444,-16.81209,49.29216,,766,0.483173077,1.112299465,1.188571429,0.287206266,0.785900783,0.219321149,0.678851175,0.678851175,0.248041775,0.342036554,0.234986945,0.293733681,1.34464752,0.522193211,0.339425587,0.404699739,0.300261097,0.176240209,0.261096606,0.300261097,0.24151436
CASENT_0161505,,rugosus,780,372,692,640,202,580,160,470,470,170,222,160,185,955,360,240,295,210,122,170,205,152,rugosus-CASENT_0161505,-16.77274,49.26551,,710,0.476923077,1.12716763,1.21875,0.284507042,0.816901408,0.225352113,0.661971831,0.661971831,0.23943662,0.312676056,0.225352113,0.26056338,1.345070423,0.507042254,0.338028169,0.415492958,0.295774648,0.171830986,0.23943662,0.288732394,0.214084507
CASENT_0161840,,rugosus,755,340,655,620,198,552,160,425,450,150,230,135,165,890,335,225,270,195,112,178,200,160,rugosus-CASENT_0161840,-16.7755,49.26427,,687.5,0.450331126,1.152671756,1.217741935,0.288,0.802909091,0.232727273,0.618181818,0.654545455,0.218181818,0.334545455,0.196363636,0.24,1.294545455,0.487272727,0.327272727,0.392727273,0.283636364,0.162909091,0.258909091,0.290909091,0.232727273
CASENT_0161903,,rugosus,860,410,742,702,230,612,180,510,520,195,265,200,225,1040,410,270,320,235,138,202,225,170,rugosus-CASENT_0161903,-16.8162,49.29202,,781,0.476744186,1.15902965,1.225071225,0.294494238,0.783610755,0.230473752,0.653008963,0.66581306,0.249679898,0.339308579,0.256081946,0.28809219,1.33162612,0.52496799,0.345710627,0.409731114,0.300896287,0.176696543,0.258642766,0.28809219,0.217669654
CASENT_0161904,,rugosus,840,402,730,678,218,620,170,490,500,198,268,182,202,1025,400,282,305,222,130,200,238,190,rugosus-CASENT_0161904,-16.8162,49.29202,,759,0.478571429,1.150684932,1.238938053,0.287220026,0.816864295,0.22397892,0.645586298,0.658761528,0.260869565,0.353096179,0.239789196,0.266139657,1.350461133,0.527009223,0.371541502,0.401844532,0.292490119,0.171277997,0.263504611,0.313570487,0.250329381
CASENT_0162134,,rugosus,852,420,748,708,228,620,172,510,520,198,270,170,230,1045,415,272,315,232,140,198,230,185,rugosus-CASENT_0162134,-16.7633,49.26692,,780,0.492957746,1.139037433,1.203389831,0.292307692,0.794871795,0.220512821,0.653846154,0.666666667,0.253846154,0.346153846,0.217948718,0.294871795,1.33974359,0.532051282,0.348717949,0.403846154,0.297435897,0.179487179,0.253846154,0.294871795,0.237179487
CASENT_0162715,,rugosus,852,420,740,695,220,620,175,520,530,215,275,188,240,1040,405,260,310,238,135,205,230,192,rugosus-CASENT_0162715,-16.76912,49.26704,,773.5,0.492957746,1.151351351,1.225899281,0.284421461,0.80155139,0.226244344,0.672268908,0.685197156,0.277957337,0.355526826,0.243051067,0.310277957,1.344537815,0.523594053,0.336134454,0.400775695,0.307692308,0.174531351,0.265029089,0.297349709,0.248222366
CASENT_0162759,,rugosus,822,395,728,680,218,590,170,510,520,180,255,160,205,1020,385,270,312,230,140,190,225,175,rugosus-CASENT_0162759,-16.76912,49.26704,,751,0.48053528,1.129120879,1.208823529,0.290279627,0.785619174,0.226364847,0.679094541,0.69241012,0.239680426,0.33954727,0.213049268,0.272969374,1.358189081,0.5126498,0.359520639,0.415446072,0.306258322,0.186418109,0.252996005,0.299600533,0.233022636
CASENT_0162832,,rugosus,800,380,700,640,202,575,160,480,470,175,240,168,200,970,380,260,300,215,130,180,200,170,rugosus-CASENT_0162832,-16.76912,49.26704,,720,0.475,1.142857143,1.25,0.280555556,0.798611111,0.222222222,0.666666667,0.652777778,0.243055556,0.333333333,0.233333333,0.277777778,1.347222222,0.527777778,0.361111111,0.416666667,0.298611111,0.180555556,0.25,0.277777778,0.236111111
CASENT_0163026,,rugosus,840,402,720,672,218,600,175,492,502,195,268,185,215,1010,398,265,300,225,132,195,220,178,rugosus-CASENT_0163026,-16.80561,49.29507,,756,0.478571429,1.166666667,1.25,0.288359788,0.793650794,0.231481481,0.650793651,0.664021164,0.257936508,0.354497354,0.244708995,0.284391534,1.335978836,0.526455026,0.350529101,0.396825397,0.297619048,0.174603175,0.257936508,0.291005291,0.235449735
CASENT_0374465_HT,CASENT_0374465_HT,rugosus,820,395,692,650,210,585,162,468,480,170,235,160,195,990,380,260,295,215,128,208,210,180,rugosus-CASENT_0374465_HT,-15.33058,50.30279,,735,0.481707317,1.184971098,1.261538462,0.285714286,0.795918367,0.220408163,0.636734694,0.653061224,0.231292517,0.319727891,0.217687075,0.265306122,1.346938776,0.517006803,0.353741497,0.401360544,0.292517007,0.17414966,0.282993197,0.285714286,0.244897959
CASENT_0377059_PT,CASENT_0374465_HT,rugosus,790,370,680,635,208,582,160,455,465,162,222,150,182,960,370,248,290,202,115,190,205,165,rugosus-CASENT_0377059_PT,-15.3014,50.22776,,712.5,0.46835443,1.161764706,1.244094488,0.291929825,0.816842105,0.224561404,0.638596491,0.652631579,0.227368421,0.311578947,0.210526316,0.255438596,1.347368421,0.519298246,0.348070175,0.407017544,0.283508772,0.161403509,0.266666667,0.287719298,0.231578947
CASENT_0393138,,rugosus,832,380,705,675,212,612,172,460,465,165,255,165,190,1005,365,252,305,225,132,218,215,178,rugosus-CASENT_0393138,-24.74969,46.84949,,753.5,0.456730769,1.180141844,1.232592593,0.281353683,0.812209688,0.228268082,0.610484406,0.617120106,0.218978102,0.338420703,0.218978102,0.252156603,1.333775713,0.484406105,0.334439283,0.404777704,0.298606503,0.175182482,0.289316523,0.285335103,0.236230922
CASENT_0393143,,rugosus,792,360,665,620,210,592,162,442,445,160,248,140,180,960,350,230,300,225,125,198,192,165,rugosus-CASENT_0393143,-24.74969,46.84949,,706,0.454545455,1.190977444,1.277419355,0.297450425,0.838526912,0.229461756,0.626062323,0.630311615,0.226628895,0.351274788,0.198300283,0.254957507,1.359773371,0.495750708,0.325779037,0.424929178,0.318696884,0.177053824,0.280453258,0.271954674,0.233711048
CASENT_0723313,,rugosus,720,338,628,580,195,548,152,398,398,130,200,118,145,870,330,210,268,188,108,185,172,142,rugosus-CASENT_0723313,-24.74969,46.84949,,650,0.469444444,1.146496815,1.24137931,0.3,0.843076923,0.233846154,0.612307692,0.612307692,0.2,0.307692308,0.181538462,0.223076923,1.338461538,0.507692308,0.323076923,0.412307692,0.289230769,0.166153846,0.284615385,0.264615385,0.218461538
CASENT_0127632,,sikorai,820,370,822,728,240,640,162,540,520,238,300,212,230,1070,390,255,350,268,150,222,215,195,sikorai-CASENT_0127632,-20.775,47.16833,,774,0.451219512,0.99756691,1.126373626,0.310077519,0.826873385,0.209302326,0.697674419,0.671834625,0.30749354,0.387596899,0.273901809,0.297157623,1.382428941,0.503875969,0.329457364,0.452196382,0.34625323,0.19379845,0.286821705,0.277777778,0.251937984
CASENT_0141272,,sikorai,888,402,850,770,248,670,185,570,570,235,300,178,230,1120,425,290,350,250,140,228,210,190,sikorai-CASENT_0141272,-20.78493,47.17328,,829,0.452702703,1.044705882,1.153246753,0.299155609,0.808202654,0.223160434,0.687575392,0.687575392,0.283474065,0.361881785,0.214716526,0.277442702,1.351025332,0.512665862,0.349819059,0.422195416,0.301568154,0.168878166,0.275030157,0.25331725,0.229191797
CASENT_0141280,,sikorai,890,420,860,762,258,680,172,570,535,240,312,225,240,1125,420,280,360,280,162,230,200,200,sikorai-CASENT_0141280,-20.775,47.18362,,826,0.471910112,1.034883721,1.167979003,0.312348668,0.823244552,0.208232446,0.690072639,0.647699758,0.290556901,0.377723971,0.272397094,0.290556901,1.361985472,0.508474576,0.338983051,0.435835351,0.338983051,0.196125908,0.278450363,0.242130751,0.242130751
CASENT_0141282,,sikorai,920,420,875,778,260,720,185,560,550,230,302,202,230,1140,440,310,355,260,140,225,230,200,sikorai-CASENT_0141282,-20.775,47.18362,,849,0.456521739,1.051428571,1.18251928,0.306242638,0.848056537,0.217903416,0.659599529,0.647820966,0.270906949,0.355712603,0.237926973,0.270906949,1.342756184,0.518256773,0.365135453,0.418138987,0.306242638,0.164899882,0.265017668,0.270906949,0.23557126
CASENT_0141288,,sikorai,930,435,885,790,268,705,178,580,550,255,325,225,220,1180,440,305,375,282,162,240,190,210,sikorai-CASENT_0141288,-20.775,47.18362,,860,0.467741935,1.050847458,1.17721519,0.311627907,0.819767442,0.206976744,0.674418605,0.639534884,0.296511628,0.377906977,0.261627907,0.255813953,1.372093023,0.511627907,0.354651163,0.436046512,0.327906977,0.188372093,0.279069767,0.220930233,0.244186047
CASENT_0141294,,sikorai,880,410,832,740,245,668,175,530,515,215,298,210,225,1100,410,282,348,250,135,220,210,190,sikorai-CASENT_0141294,-20.775,47.18362,,810,0.465909091,1.057692308,1.189189189,0.302469136,0.824691358,0.216049383,0.654320988,0.635802469,0.265432099,0.367901235,0.259259259,0.277777778,1.358024691,0.50617284,0.348148148,0.42962963,0.308641975,0.166666667,0.271604938,0.259259259,0.234567901
CASENT_0147052,,sikorai,880,440,870,770,240,662,170,550,535,218,300,205,245,1100,420,290,350,255,150,228,210,200,sikorai-CASENT_0147052,-23.4635,46.4631,,825,0.5,1.011494253,1.142857143,0.290909091,0.802424242,0.206060606,0.666666667,0.648484848,0.264242424,0.363636364,0.248484848,0.296969697,1.333333333,0.509090909,0.351515152,0.424242424,0.309090909,0.181818182,0.276363636,0.254545455,0.242424242
CASENT_0147062,,sikorai,940,470,900,810,250,700,182,585,570,238,330,230,265,1180,460,320,370,260,150,240,232,218,sikorai-CASENT_0147062,-23.4635,46.4631,,875,0.5,1.044444444,1.160493827,0.285714286,0.8,0.208,0.668571429,0.651428571,0.272,0.377142857,0.262857143,0.302857143,1.348571429,0.525714286,0.365714286,0.422857143,0.297142857,0.171428571,0.274285714,0.265142857,0.249142857
CASENT_0147073,,sikorai,805,390,790,690,215,640,160,490,480,190,265,180,215,1000,400,270,320,228,130,205,202,180,sikorai-CASENT_0147073,-23.4635,46.4631,,747.5,0.48447205,1.018987342,1.166666667,0.287625418,0.856187291,0.214046823,0.655518395,0.642140468,0.254180602,0.35451505,0.240802676,0.287625418,1.337792642,0.535117057,0.361204013,0.428093645,0.305016722,0.173913043,0.274247492,0.270234114,0.240802676
CASENT_0148702,,sikorai,895,450,880,780,250,690,180,570,560,210,310,200,250,1105,450,300,350,240,145,220,215,205,sikorai-CASENT_0148702,-23.4635,46.4631,,837.5,0.502793296,1.017045455,1.147435897,0.298507463,0.823880597,0.214925373,0.680597015,0.668656716,0.250746269,0.370149254,0.23880597,0.298507463,1.319402985,0.537313433,0.358208955,0.417910448,0.286567164,0.173134328,0.262686567,0.256716418,0.244776119
CASENT_0148876,,sikorai,850,420,825,730,230,652,170,550,535,218,300,190,230,1050,410,275,332,250,140,222,200,195,sikorai-CASENT_0148876,-23.463,46.47057,,790,0.494117647,1.03030303,1.164383562,0.291139241,0.825316456,0.215189873,0.696202532,0.67721519,0.275949367,0.379746835,0.240506329,0.291139241,1.329113924,0.518987342,0.348101266,0.420253165,0.316455696,0.17721519,0.281012658,0.253164557,0.246835443
CASENT_0148886,,sikorai,930,470,900,800,255,675,180,590,580,222,305,220,240,1160,450,310,350,252,150,240,230,215,sikorai-CASENT_0148886,-23.4502,46.45658,,865,0.505376344,1.033333333,1.1625,0.294797688,0.780346821,0.208092486,0.682080925,0.670520231,0.256647399,0.352601156,0.25433526,0.277456647,1.341040462,0.520231214,0.358381503,0.404624277,0.29132948,0.173410405,0.277456647,0.265895954,0.248554913
CASENT_0148992,,sikorai,960,485,922,820,260,712,182,610,595,252,330,245,270,1210,470,340,375,290,160,240,252,240,sikorai-CASENT_0148992,-23.4635,46.4631,,890,0.505208333,1.041214751,1.170731707,0.292134831,0.8,0.204494382,0.685393258,0.668539326,0.283146067,0.370786517,0.275280899,0.303370787,1.359550562,0.528089888,0.382022472,0.421348315,0.325842697,0.179775281,0.269662921,0.283146067,0.269662921
CASENT_0148999,,sikorai,920,460,898,802,250,712,178,585,575,230,318,212,270,1170,460,320,355,272,165,232,250,210,sikorai-CASENT_0148999,-23.4635,46.4631,,861,0.5,1.024498886,1.14713217,0.290360046,0.826945412,0.206736353,0.679442509,0.667828107,0.267131243,0.369337979,0.246225319,0.31358885,1.358885017,0.534262485,0.371660859,0.412311266,0.315911731,0.191637631,0.269454123,0.290360046,0.243902439
CASENT_0149973,,sikorai,875,440,840,750,232,662,168,550,550,220,298,210,235,1110,425,290,340,260,150,222,220,200,sikorai-CASENT_0149973,-23.463,46.47057,,812.5,0.502857143,1.041666667,1.166666667,0.285538462,0.814769231,0.206769231,0.676923077,0.676923077,0.270769231,0.366769231,0.258461538,0.289230769,1.366153846,0.523076923,0.356923077,0.418461538,0.32,0.184615385,0.273230769,0.270769231,0.246153846
CASENT_0150541,,sikorai,828,410,818,728,230,655,162,510,510,200,282,198,228,1030,405,275,338,248,140,215,202,200,sikorai-CASENT_0150541,-23.4635,46.4631,,778,0.495169082,1.012224939,1.137362637,0.29562982,0.841902314,0.208226221,0.655526992,0.655526992,0.257069409,0.362467866,0.254498715,0.293059126,1.323907455,0.520565553,0.353470437,0.434447301,0.318766067,0.179948586,0.276349614,0.259640103,0.257069409
CASENT_0374216,,sikorai,900,452,850,760,250,680,175,570,560,240,320,220,270,1050,430,310,340,252,148,230,220,210,sikorai-CASENT_0374216,-18.92207,47.74157,,830,0.502222222,1.058823529,1.184210526,0.301204819,0.819277108,0.210843373,0.686746988,0.674698795,0.289156627,0.385542169,0.265060241,0.325301205,1.265060241,0.518072289,0.373493976,0.409638554,0.303614458,0.178313253,0.277108434,0.265060241,0.253012048
CASENT_0374217,,sikorai,835,420,788,700,225,635,155,520,530,250,300,220,250,1040,410,280,325,242,130,215,200,180,sikorai-CASENT_0374217,-18.92207,47.74157,,767.5,0.502994012,1.05964467,1.192857143,0.293159609,0.827361564,0.201954397,0.67752443,0.690553746,0.325732899,0.390879479,0.286644951,0.325732899,1.35504886,0.534201954,0.364820847,0.423452769,0.315309446,0.169381107,0.280130293,0.260586319,0.234527687
CASENT_0486646,,sikorai,852,402,790,702,218,670,170,525,528,198,280,180,220,1050,400,300,325,230,135,210,215,190,sikorai-CASENT_0486646,-20.59333,46.56333,,777,0.471830986,1.078481013,1.213675214,0.280566281,0.862290862,0.218790219,0.675675676,0.67953668,0.254826255,0.36036036,0.231660232,0.283140283,1.351351351,0.514800515,0.386100386,0.418275418,0.296010296,0.173745174,0.27027027,0.276705277,0.244530245
CASENT_0486647,,sikorai,885,412,820,722,230,680,180,530,530,200,302,190,235,1105,420,295,350,230,122,212,210,190,sikorai-CASENT_0486647,-20.59333,46.56333,,803.5,0.465536723,1.079268293,1.225761773,0.286247666,0.846297449,0.224019913,0.659614188,0.659614188,0.248911014,0.375855632,0.236465464,0.292470442,1.375233354,0.52271313,0.367143746,0.435594275,0.286247666,0.151835719,0.263845675,0.261356565,0.236465464
CASENT_0486647,,sikorai,850,430,810,730,228,660,165,530,525,180,290,180,220,1045,400,290,330,220,120,212,212,180,sikorai-CASENT_0486647,-20.59333,46.56333,,790,0.505882353,1.049382716,1.164383562,0.288607595,0.835443038,0.208860759,0.670886076,0.664556962,0.227848101,0.367088608,0.227848101,0.278481013,1.32278481,0.506329114,0.367088608,0.417721519,0.278481013,0.151898734,0.26835443,0.26835443,0.227848101
CASENT_0486647,,sikorai,870,412,818,735,222,675,180,530,528,205,300,178,235,1090,400,282,330,242,130,215,210,195,sikorai-CASENT_0486647,-20.59333,46.56333,,802.5,0.473563218,1.063569682,1.183673469,0.276635514,0.841121495,0.224299065,0.660436137,0.657943925,0.255451713,0.373831776,0.221806854,0.292834891,1.358255452,0.498442368,0.351401869,0.411214953,0.301557632,0.161993769,0.267912773,0.261682243,0.242990654
CASENT_0486674,,sikorai,920,440,875,780,245,720,185,590,580,248,325,240,290,1200,455,330,370,272,155,235,235,200,sikorai-CASENT_0486674,-20.59333,46.56333,,850,0.47826087,1.051428571,1.179487179,0.288235294,0.847058824,0.217647059,0.694117647,0.682352941,0.291764706,0.382352941,0.282352941,0.341176471,1.411764706,0.535294118,0.388235294,0.435294118,0.32,0.182352941,0.276470588,0.276470588,0.235294118
CASENT_0486674,,sikorai,940,465,880,785,252,710,175,585,590,248,325,238,280,1185,450,310,365,272,155,242,260,205,sikorai-CASENT_0486674,-20.59333,46.56333,,862.5,0.494680851,1.068181818,1.197452229,0.292173913,0.823188406,0.202898551,0.67826087,0.684057971,0.287536232,0.376811594,0.275942029,0.324637681,1.373913043,0.52173913,0.35942029,0.423188406,0.315362319,0.179710145,0.28057971,0.301449275,0.237681159
CASENT_0486675,,sikorai,870,420,850,752,238,695,180,542,530,198,300,202,250,1120,410,310,340,240,130,220,222,192,sikorai-CASENT_0486675,-20.59333,46.56333,,811,0.482758621,1.023529412,1.156914894,0.293464858,0.856966708,0.221948212,0.668310727,0.65351418,0.244143033,0.369913687,0.249075216,0.308261406,1.381011097,0.505548705,0.382244143,0.419235512,0.295930949,0.160295931,0.271270037,0.273736128,0.23674476
CASENT_0486675,,sikorai,912,450,882,788,258,712,175,590,570,230,330,228,290,1180,440,320,370,265,140,230,250,200,sikorai-CASENT_0486675,-20.59333,46.56333,,850,0.493421053,1.034013605,1.157360406,0.303529412,0.837647059,0.205882353,0.694117647,0.670588235,0.270588235,0.388235294,0.268235294,0.341176471,1.388235294,0.517647059,0.376470588,0.435294118,0.311764706,0.164705882,0.270588235,0.294117647,0.235294118
CASENT_0486675,,sikorai,870,428,830,738,232,685,162,540,540,202,280,200,260,1100,415,285,340,250,138,210,222,180,sikorai-CASENT_0486675,-20.59333,46.56333,,804,0.491954023,1.048192771,1.178861789,0.288557214,0.85199005,0.201492537,0.671641791,0.671641791,0.251243781,0.348258706,0.248756219,0.323383085,1.368159204,0.516169154,0.354477612,0.422885572,0.310945274,0.171641791,0.26119403,0.276119403,0.223880597
CASENT_0490511,,sikorai,870,432,825,728,230,662,168,525,515,200,290,195,235,1060,400,290,335,230,140,210,210,180,sikorai-CASENT_0490511,-20.59333,46.56333,,799,0.496551724,1.054545455,1.195054945,0.287859825,0.82853567,0.210262829,0.657071339,0.644555695,0.250312891,0.362953692,0.244055069,0.294117647,1.326658323,0.500625782,0.362953692,0.419274093,0.287859825,0.175219024,0.262828536,0.262828536,0.225281602
CASENT_0490548,,sikorai,882,440,870,780,238,680,180,550,560,210,300,220,250,1110,415,295,350,252,150,218,230,182,sikorai-CASENT_0490548,-20.59333,46.56333,,831,0.498866213,1.013793103,1.130769231,0.286401925,0.818291215,0.216606498,0.661853189,0.673886883,0.252707581,0.36101083,0.264741276,0.300842359,1.335740072,0.499398315,0.354993983,0.421179302,0.303249097,0.180505415,0.262334537,0.27677497,0.219013237
