casent,new codes for PTs,species,CL,PoOC,CW,CWb,FRS,SL,EL,MW,PSTI,PEW,PPW,SPBA,SPTI,ML,PEL,NOL,MPST,PEH,NOH,PPH,SPST,PPL,dendroname,lat,long,,CS (µm),PoOC/CL,CL/CW,CL/CWb,FRS/CS,SL/CS,EL/CS,MW/CS,PSTI/CS,PEW/CS,PPW/CS,SPBA/CS,SPTI/CS,ML/CS,PEL/CS,NOL/CS,MPST/CS,PEH/CS,NOH/CS,PPH/CS,SPST/CS,PPL/CS
CASENT_0490549,,sikorai,865,420,832,740,225,655,170,540,530,220,300,210,245,1065,420,280,350,250,150,212,230,182,sikorai-CASENT_0490549,-20.59333,46.56333,,802.5,0.485549133,1.039663462,1.168918919,0.280373832,0.816199377,0.211838006,0.672897196,0.660436137,0.274143302,0.373831776,0.261682243,0.30529595,1.327102804,0.523364486,0.348909657,0.436137072,0.31152648,0.186915888,0.264174455,0.286604361,0.226791277
CASENT_0490569,,sikorai,912,452,878,790,242,700,185,590,580,240,315,212,260,1180,450,310,360,255,150,232,230,210,sikorai-CASENT_0490569,-20.59333,46.56333,,851,0.495614035,1.038724374,1.15443038,0.284371328,0.822561692,0.217391304,0.693301998,0.681551116,0.282021152,0.370152761,0.249118684,0.305522914,1.386603995,0.528789659,0.364277321,0.423031727,0.299647474,0.17626322,0.272620447,0.27027027,0.246768508
CASENT_0490569,,sikorai,920,470,875,795,240,710,182,585,580,230,312,210,250,1190,450,330,360,250,142,225,230,202,sikorai-CASENT_0490569,-20.59333,46.56333,,857.5,0.510869565,1.051428571,1.157232704,0.279883382,0.827988338,0.212244898,0.682215743,0.67638484,0.268221574,0.363848397,0.244897959,0.29154519,1.387755102,0.524781341,0.38483965,0.419825073,0.29154519,0.165597668,0.262390671,0.268221574,0.235568513
CASENT_0490569,,sikorai,910,450,885,790,242,690,172,590,575,235,330,215,270,1145,450,312,360,250,140,235,240,198,sikorai-CASENT_0490569,-20.59333,46.56333,,850,0.494505495,1.028248588,1.151898734,0.284705882,0.811764706,0.202352941,0.694117647,0.676470588,0.276470588,0.388235294,0.252941176,0.317647059,1.347058824,0.529411765,0.367058824,0.423529412,0.294117647,0.164705882,0.276470588,0.282352941,0.232941176
CASENT_0490592,,sikorai,880,420,850,750,235,690,165,535,535,218,295,210,250,1080,400,280,330,230,130,202,212,172,sikorai-CASENT_0490592,-20.59333,46.56333,,815,0.477272727,1.035294118,1.173333333,0.288343558,0.846625767,0.202453988,0.656441718,0.656441718,0.267484663,0.36196319,0.257668712,0.306748466,1.325153374,0.490797546,0.343558282,0.404907975,0.282208589,0.159509202,0.247852761,0.260122699,0.211042945
CASENT_0490592,,sikorai,882,440,832,750,225,670,170,550,540,205,292,200,235,1090,400,290,340,242,138,220,230,182,sikorai-CASENT_0490592,-20.59333,46.56333,,816,0.498866213,1.060096154,1.176,0.275735294,0.821078431,0.208333333,0.674019608,0.661764706,0.25122549,0.357843137,0.245098039,0.287990196,1.335784314,0.490196078,0.355392157,0.416666667,0.296568627,0.169117647,0.269607843,0.281862745,0.223039216
CASENT_0490626,,sikorai,840,410,810,720,220,650,172,520,520,200,280,198,230,1050,390,280,330,220,122,215,220,180,sikorai-CASENT_0490626,-20.59333,46.56333,,780,0.488095238,1.037037037,1.166666667,0.282051282,0.833333333,0.220512821,0.666666667,0.666666667,0.256410256,0.358974359,0.253846154,0.294871795,1.346153846,0.5,0.358974359,0.423076923,0.282051282,0.156410256,0.275641026,0.282051282,0.230769231
CASENT_0003878,,striatus,850,375,800,720,228,630,182,520,510,180,280,160,150,1080,405,260,335,238,130,200,180,198,striatus-CASENT_0003878,-24.76389,46.75167,,785,0.441176471,1.0625,1.180555556,0.29044586,0.802547771,0.231847134,0.662420382,0.649681529,0.229299363,0.356687898,0.203821656,0.191082803,1.375796178,0.515923567,0.331210191,0.426751592,0.303184713,0.165605096,0.25477707,0.229299363,0.252229299
CASENT_0119421,,striatus,840,380,795,710,228,630,180,515,515,180,272,170,175,1070,405,270,325,225,140,205,170,182,striatus-CASENT_0119421,-23.83517,46.96367,,775,0.452380952,1.056603774,1.183098592,0.294193548,0.812903226,0.232258065,0.664516129,0.664516129,0.232258065,0.350967742,0.219354839,0.225806452,1.380645161,0.522580645,0.348387097,0.419354839,0.290322581,0.180645161,0.264516129,0.219354839,0.23483871
CASENT_0393116_PT,,striatus,920,430,880,805,250,690,180,580,570,202,312,215,222,1190,440,275,340,260,158,242,210,202,striatus-CASENT_0393116_PT,-24.13894,47.06804,,862.5,0.467391304,1.045454545,1.142857143,0.289855072,0.8,0.208695652,0.672463768,0.660869565,0.234202899,0.36173913,0.249275362,0.257391304,1.379710145,0.510144928,0.31884058,0.394202899,0.301449275,0.183188406,0.28057971,0.243478261,0.234202899
CASENT_0393117_PT,,striatus,910,412,865,790,240,670,182,560,560,210,300,212,210,1160,430,280,360,260,132,260,205,202,striatus-CASENT_0393117_PT,-24.13894,47.06804,,850,0.452747253,1.052023121,1.151898734,0.282352941,0.788235294,0.214117647,0.658823529,0.658823529,0.247058824,0.352941176,0.249411765,0.247058824,1.364705882,0.505882353,0.329411765,0.423529412,0.305882353,0.155294118,0.305882353,0.241176471,0.237647059
CASENT_0393118_PT,,striatus,918,430,878,800,242,680,182,580,578,205,310,218,218,1190,442,300,360,268,145,265,215,202,striatus-CASENT_0393118_PT,-24.13894,47.06804,,859,0.468409586,1.045558087,1.1475,0.281722934,0.791618161,0.211874272,0.675203725,0.672875437,0.238649593,0.36088475,0.253783469,0.253783469,1.385331781,0.514551804,0.349243306,0.419091967,0.311990687,0.168800931,0.308498254,0.250291036,0.235157159
CASENT_0393119_PT,,striatus,930,430,888,810,255,685,188,580,565,220,318,212,212,1200,438,300,365,262,142,250,210,210,striatus-CASENT_0393119_PT,-24.13894,47.06804,,870,0.462365591,1.047297297,1.148148148,0.293103448,0.787356322,0.216091954,0.666666667,0.649425287,0.252873563,0.365517241,0.243678161,0.243678161,1.379310345,0.503448276,0.344827586,0.41954023,0.301149425,0.163218391,0.287356322,0.24137931,0.24137931
CASENT_0393120_PT,,striatus,938,438,918,840,255,702,190,600,605,220,325,222,228,1220,450,310,370,270,160,270,215,220,striatus-CASENT_0393120_PT,-24.13894,47.06804,,889,0.466950959,1.021786492,1.116666667,0.286839145,0.789651294,0.213723285,0.674915636,0.680539933,0.247469066,0.365579303,0.249718785,0.256467942,1.372328459,0.506186727,0.348706412,0.416197975,0.303712036,0.179977503,0.303712036,0.241844769,0.247469066
CASENT_0393121_HT,,striatus,928,420,902,820,252,695,192,600,600,220,322,220,222,1215,440,310,360,270,158,275,215,208,striatus-CASENT_0393121_HT,-24.13894,47.06804,,874,0.452586207,1.028824834,1.131707317,0.288329519,0.795194508,0.219679634,0.686498856,0.686498856,0.251716247,0.368421053,0.251716247,0.254004577,1.390160183,0.503432494,0.354691076,0.411899314,0.308924485,0.180778032,0.314645309,0.245995423,0.23798627
CASENT_0447218,,striatus,880,415,820,738,230,630,180,550,540,205,302,210,215,1120,430,260,335,250,145,220,210,200,striatus-CASENT_0447218,-24.76389,46.75167,,809,0.471590909,1.073170732,1.192411924,0.284301607,0.778739184,0.22249691,0.679851669,0.667490729,0.253399258,0.373300371,0.259579728,0.265760198,1.384425216,0.531520396,0.321384425,0.414091471,0.309023486,0.179233622,0.271940667,0.259579728,0.247218789
CASENT_0067213,,tamatavensis,712,310,648,620,215,522,162,455,482,150,232,150,185,920,345,225,280,200,118,170,255,160,tamatavensis-CASENT_0067213,-16.455,49.7875,,666,0.435393258,1.098765432,1.148387097,0.322822823,0.783783784,0.243243243,0.683183183,0.723723724,0.225225225,0.348348348,0.225225225,0.277777778,1.381381381,0.518018018,0.337837838,0.42042042,0.3003003,0.177177177,0.255255255,0.382882883,0.24024024
CASENT_0077088,,tamatavensis,785,350,700,665,238,572,182,500,530,180,262,182,235,1025,410,280,320,222,135,190,280,182,tamatavensis-CASENT_0077088,-14.43667,49.775,,725,0.445859873,1.121428571,1.180451128,0.328275862,0.788965517,0.251034483,0.689655172,0.731034483,0.248275862,0.36137931,0.251034483,0.324137931,1.413793103,0.565517241,0.386206897,0.44137931,0.306206897,0.186206897,0.262068966,0.386206897,0.251034483
CASENT_0077088,,tamatavensis,805,355,712,682,248,585,190,510,530,200,282,210,260,1065,420,290,320,232,135,200,300,190,tamatavensis-CASENT_0077088,-14.43667,49.775,,743.5,0.440993789,1.130617978,1.180351906,0.333557498,0.786819099,0.255548083,0.685944855,0.712844654,0.268997983,0.379287155,0.282447882,0.349697377,1.432414257,0.564895763,0.390047075,0.430396772,0.31203766,0.181573638,0.268997983,0.403496974,0.255548083
CASENT_0077089,,tamatavensis,800,355,705,680,240,582,185,500,525,180,285,190,250,1050,400,280,310,230,135,200,290,185,tamatavensis-CASENT_0077089,-14.43667,49.775,,740,0.44375,1.134751773,1.176470588,0.324324324,0.786486486,0.25,0.675675676,0.709459459,0.243243243,0.385135135,0.256756757,0.337837838,1.418918919,0.540540541,0.378378378,0.418918919,0.310810811,0.182432432,0.27027027,0.391891892,0.25
CASENT_0077089,,tamatavensis,780,340,690,660,238,580,180,500,510,180,262,180,240,1030,395,280,305,225,130,195,290,180,tamatavensis-CASENT_0077089,-14.43667,49.775,,720,0.435897436,1.130434783,1.181818182,0.330555556,0.805555556,0.25,0.694444444,0.708333333,0.25,0.363888889,0.25,0.333333333,1.430555556,0.548611111,0.388888889,0.423611111,0.3125,0.180555556,0.270833333,0.402777778,0.25
CASENT_0077262,,tamatavensis,760,340,678,650,228,552,182,500,520,172,260,180,220,995,390,275,300,212,125,190,280,175,tamatavensis-CASENT_0077262,-14.43667,49.775,,705,0.447368421,1.120943953,1.169230769,0.323404255,0.782978723,0.258156028,0.709219858,0.737588652,0.243971631,0.368794326,0.255319149,0.312056738,1.411347518,0.553191489,0.390070922,0.425531915,0.30070922,0.177304965,0.269503546,0.397163121,0.24822695
CASENT_0077262,,tamatavensis,770,335,682,665,232,560,180,500,515,170,255,172,210,990,398,280,300,215,120,182,280,172,tamatavensis-CASENT_0077262,-14.43667,49.775,,717.5,0.435064935,1.129032258,1.157894737,0.323344948,0.780487805,0.25087108,0.696864111,0.717770035,0.236933798,0.355400697,0.239721254,0.292682927,1.379790941,0.554703833,0.390243902,0.418118467,0.299651568,0.167247387,0.253658537,0.390243902,0.239721254
CASENT_0077263,,tamatavensis,752,338,688,660,230,562,185,498,518,180,262,182,225,1010,390,265,295,218,130,220,268,182,tamatavensis-CASENT_0077263,-14.43667,49.775,,706,0.449468085,1.093023256,1.139393939,0.325779037,0.796033994,0.26203966,0.705382436,0.733711048,0.254957507,0.371104816,0.257790368,0.318696884,1.430594901,0.552407932,0.375354108,0.417847025,0.30878187,0.184135977,0.311614731,0.379603399,0.257790368
CASENT_0077263,,tamatavensis,762,330,695,662,235,560,188,508,532,180,270,192,230,1020,390,272,300,222,128,210,262,180,tamatavensis-CASENT_0077263,-14.43667,49.775,,712,0.433070866,1.096402878,1.151057402,0.33005618,0.786516854,0.264044944,0.713483146,0.747191011,0.252808989,0.379213483,0.269662921,0.323033708,1.43258427,0.547752809,0.382022472,0.421348315,0.311797753,0.179775281,0.29494382,0.367977528,0.252808989
CASENT_0127619,,tamatavensis,742,322,685,650,230,560,175,490,508,162,250,160,190,990,375,250,305,205,122,180,270,165,tamatavensis-CASENT_0127619,-15.67133,49.97395,,696,0.433962264,1.083211679,1.141538462,0.33045977,0.804597701,0.251436782,0.704022989,0.729885057,0.232758621,0.359195402,0.229885057,0.272988506,1.422413793,0.538793103,0.359195402,0.438218391,0.29454023,0.175287356,0.25862069,0.387931034,0.237068966
CASENT_0127619,,tamatavensis,740,328,682,650,230,562,178,500,515,155,255,170,195,980,380,255,298,200,115,178,270,155,tamatavensis-CASENT_0127619,-15.67133,49.97395,,695,0.443243243,1.085043988,1.138461538,0.330935252,0.808633094,0.256115108,0.71942446,0.741007194,0.223021583,0.366906475,0.244604317,0.28057554,1.410071942,0.54676259,0.366906475,0.428776978,0.287769784,0.165467626,0.256115108,0.388489209,0.223021583
CASENT_0128730,,tamatavensis,690,290,622,600,205,515,162,440,470,140,228,150,180,905,352,240,272,190,120,160,255,160,tamatavensis-CASENT_0128730,-15.4973,49.76223,,645,0.420289855,1.109324759,1.15,0.317829457,0.798449612,0.251162791,0.682170543,0.728682171,0.217054264,0.353488372,0.23255814,0.279069767,1.403100775,0.545736434,0.372093023,0.421705426,0.294573643,0.186046512,0.248062016,0.395348837,0.248062016
CASENT_0134806,,tamatavensis,758,330,690,660,228,590,182,510,540,188,240,182,220,1022,375,232,295,222,120,208,262,172,tamatavensis-CASENT_0134806,-15.70978,49.96965,,709,0.435356201,1.098550725,1.148484848,0.32157969,0.832157969,0.256699577,0.71932299,0.761636107,0.2651622,0.338504937,0.256699577,0.310296192,1.441466855,0.528913963,0.327221439,0.416078984,0.313117066,0.169252468,0.293370945,0.369534556,0.242595205
CASENT_0136498,,tamatavensis,740,310,685,655,235,560,190,482,520,170,252,170,225,1000,372,240,300,222,125,188,260,162,tamatavensis-CASENT_0136498,-17.91801,49.20074,,697.5,0.418918919,1.080291971,1.129770992,0.336917563,0.802867384,0.272401434,0.691039427,0.745519713,0.243727599,0.361290323,0.243727599,0.322580645,1.433691756,0.533333333,0.344086022,0.430107527,0.31827957,0.17921147,0.26953405,0.372759857,0.232258065
CASENT_0161872,,tamatavensis,745,322,662,640,228,545,175,490,515,160,240,175,200,972,370,252,295,218,128,182,252,170,tamatavensis-CASENT_0161872,-16.8162,49.29202,,692.5,0.432214765,1.125377644,1.1640625,0.329241877,0.78700361,0.252707581,0.707581227,0.74368231,0.231046931,0.346570397,0.252707581,0.288808664,1.403610108,0.534296029,0.363898917,0.42599278,0.314801444,0.184837545,0.262815884,0.363898917,0.245487365
CASENT_0161971,,tamatavensis,680,292,630,598,210,510,162,440,460,150,220,142,180,870,340,222,260,195,110,160,250,152,tamatavensis-CASENT_0161971,-16.77468,49.26551,,639,0.429411765,1.079365079,1.137123746,0.328638498,0.798122066,0.253521127,0.6885759,0.719874804,0.234741784,0.34428795,0.222222222,0.281690141,1.361502347,0.532081377,0.34741784,0.406885759,0.305164319,0.172143975,0.250391236,0.391236307,0.237871674
CASENT_0162106,,tamatavensis,760,332,688,660,228,560,185,500,530,160,250,160,210,1010,390,265,300,220,138,188,270,178,tamatavensis-CASENT_0162106,-16.7633,49.26692,,710,0.436842105,1.104651163,1.151515152,0.321126761,0.788732394,0.26056338,0.704225352,0.746478873,0.225352113,0.352112676,0.225352113,0.295774648,1.422535211,0.549295775,0.373239437,0.422535211,0.309859155,0.194366197,0.264788732,0.38028169,0.250704225
CASENT_0162219,,tamatavensis,710,302,635,610,218,532,170,468,500,160,252,160,190,960,380,232,290,212,120,185,252,175,tamatavensis-CASENT_0162219,-16.81745,49.2925,,660,0.425352113,1.118110236,1.163934426,0.33030303,0.806060606,0.257575758,0.709090909,0.757575758,0.242424242,0.381818182,0.242424242,0.287878788,1.454545455,0.575757576,0.351515152,0.439393939,0.321212121,0.181818182,0.28030303,0.381818182,0.265151515
CASENT_0162720,,tamatavensis,695,295,628,600,212,515,170,450,460,155,220,150,180,910,355,230,270,200,112,170,240,152,tamatavensis-CASENT_0162720,-16.76912,49.26704,,647.5,0.424460432,1.106687898,1.158333333,0.327413127,0.795366795,0.262548263,0.694980695,0.71042471,0.239382239,0.33976834,0.231660232,0.277992278,1.405405405,0.548262548,0.355212355,0.416988417,0.308880309,0.172972973,0.262548263,0.370656371,0.234749035
CASENT_0163066,,tamatavensis,670,290,620,598,220,490,180,450,480,132,220,162,210,900,365,225,270,178,122,152,240,152,tamatavensis-CASENT_0163066,-16.80561,49.29507,,634,0.432835821,1.080645161,1.120401338,0.347003155,0.772870662,0.283911672,0.70977918,0.757097792,0.208201893,0.347003155,0.255520505,0.331230284,1.41955836,0.575709779,0.35488959,0.425867508,0.280757098,0.192429022,0.239747634,0.378548896,0.239747634
CASENT_0163067,,tamatavensis,788,340,720,688,250,572,198,530,560,188,280,198,230,1050,400,270,310,225,128,200,270,185,tamatavensis-CASENT_0163067,-16.80561,49.29507,,738,0.431472081,1.094444444,1.145348837,0.338753388,0.775067751,0.268292683,0.718157182,0.758807588,0.254742547,0.379403794,0.268292683,0.311653117,1.422764228,0.54200542,0.365853659,0.420054201,0.304878049,0.173441734,0.27100271,0.365853659,0.250677507
CASENT_0274806,,tamatavensis,735,302,665,642,230,552,180,480,500,175,252,155,190,965,370,240,280,220,125,182,255,170,tamatavensis-CASENT_0274806,-18.40829,48.82107,,688.5,0.410884354,1.105263158,1.144859813,0.33405955,0.801742919,0.261437908,0.697167756,0.726216412,0.254175744,0.366013072,0.225127088,0.275962237,1.401597676,0.537400145,0.348583878,0.406681191,0.319535221,0.181554103,0.264342774,0.37037037,0.24691358
CASENT_0274808,,tamatavensis,772,332,690,660,240,580,188,502,528,172,265,170,220,1040,380,262,300,230,138,180,280,185,tamatavensis-CASENT_0274808,-18.40829,48.82107,,716,0.430051813,1.11884058,1.16969697,0.335195531,0.810055866,0.262569832,0.701117318,0.737430168,0.240223464,0.370111732,0.237430168,0.30726257,1.452513966,0.530726257,0.365921788,0.418994413,0.32122905,0.19273743,0.251396648,0.391061453,0.258379888
CASENT_0274820,,tamatavensis,770,338,705,688,245,575,180,515,542,172,268,180,240,1050,390,255,310,235,140,192,270,170,tamatavensis-CASENT_0274820,-18.40829,48.82107,,729,0.438961039,1.092198582,1.119186047,0.336076818,0.788751715,0.24691358,0.706447188,0.743484225,0.235939643,0.367626886,0.24691358,0.329218107,1.440329218,0.534979424,0.349794239,0.425240055,0.322359396,0.192043896,0.263374486,0.37037037,0.233196159
CASENT_0274828,,tamatavensis,770,332,680,655,232,560,188,510,540,172,250,175,220,1040,390,260,302,222,130,185,280,182,tamatavensis-CASENT_0274828,-18.40829,48.82107,,712.5,0.431168831,1.132352941,1.175572519,0.325614035,0.785964912,0.263859649,0.715789474,0.757894737,0.241403509,0.350877193,0.245614035,0.30877193,1.459649123,0.547368421,0.364912281,0.423859649,0.311578947,0.18245614,0.259649123,0.392982456,0.255438596
CASENT_0274920,,tamatavensis,710,300,648,618,225,532,172,460,490,160,232,148,190,940,360,230,290,212,115,172,260,160,tamatavensis-CASENT_0274920,-18.40062,48.81311,,664,0.422535211,1.095679012,1.148867314,0.338855422,0.801204819,0.259036145,0.692771084,0.737951807,0.240963855,0.34939759,0.222891566,0.286144578,1.415662651,0.542168675,0.346385542,0.436746988,0.319277108,0.173192771,0.259036145,0.391566265,0.240963855
CASENT_0274921,,tamatavensis,722,302,662,635,228,540,172,450,490,160,250,150,200,962,370,240,300,220,130,190,252,170,tamatavensis-CASENT_0274921,-18.40062,48.81311,,678.5,0.418282548,1.090634441,1.137007874,0.336035372,0.79587325,0.253500368,0.663227708,0.722181282,0.235814296,0.368459838,0.221075903,0.29476787,1.417833456,0.54532056,0.353721444,0.442151805,0.324244657,0.191599116,0.280029477,0.371407517,0.25055269
CASENT_0275201,,tamatavensis,735,320,675,650,235,535,182,485,522,162,242,160,200,975,365,250,290,218,120,180,262,162,tamatavensis-CASENT_0275201,-18.40829,48.82107,,692.5,0.43537415,1.088888889,1.130769231,0.339350181,0.772563177,0.262815884,0.700361011,0.753790614,0.233935018,0.349458484,0.231046931,0.288808664,1.407942238,0.527075812,0.36101083,0.418772563,0.314801444,0.173285199,0.259927798,0.37833935,0.233935018
CASENT_0275206,,tamatavensis,755,325,685,655,235,565,185,505,535,162,262,162,200,1010,390,262,305,232,135,188,282,170,tamatavensis-CASENT_0275206,-18.40829,48.82107,,705,0.430463576,1.102189781,1.152671756,0.333333333,0.80141844,0.262411348,0.716312057,0.758865248,0.229787234,0.371631206,0.229787234,0.283687943,1.432624113,0.553191489,0.371631206,0.432624113,0.329078014,0.191489362,0.266666667,0.4,0.241134752
CASENT_0478754,,tamatavensis,730,305,652,632,220,548,180,472,500,160,250,162,200,970,370,238,290,218,130,180,270,168,tamatavensis-CASENT_0478754,-22.675,44.19,,681,0.417808219,1.119631902,1.155063291,0.323054332,0.804698972,0.264317181,0.693098385,0.734214391,0.234948605,0.367107195,0.237885463,0.293685756,1.424375918,0.543318649,0.34948605,0.425844347,0.320117474,0.190895742,0.264317181,0.396475771,0.246696035
CASENT_0488691,,tamatavensis,702,302,630,600,210,540,162,452,475,150,220,160,180,930,350,242,275,202,115,180,245,160,tamatavensis-CASENT_0488691,-15.28833,49.54833,,651,0.43019943,1.114285714,1.17,0.322580645,0.829493088,0.248847926,0.694316436,0.729646697,0.230414747,0.337941628,0.24577573,0.276497696,1.428571429,0.537634409,0.371735791,0.422427035,0.310291859,0.176651306,0.276497696,0.376344086,0.24577573
CASENT_0488754,,tamatavensis,742,312,670,642,225,562,182,480,490,172,248,178,220,970,375,258,290,218,128,190,270,170,tamatavensis-CASENT_0488754,-15.28833,49.54833,,692,0.420485175,1.107462687,1.15576324,0.325144509,0.812138728,0.26300578,0.693641618,0.708092486,0.248554913,0.358381503,0.257225434,0.317919075,1.401734104,0.541907514,0.37283237,0.419075145,0.315028902,0.184971098,0.274566474,0.39017341,0.24566474
CASENT_0488774,,tamatavensis,745,330,670,650,232,570,172,505,532,162,260,170,210,980,385,250,295,225,130,185,265,168,tamatavensis-CASENT_0488774,-15.28833,49.54833,,697.5,0.44295302,1.111940299,1.146153846,0.332616487,0.817204301,0.246594982,0.724014337,0.762724014,0.232258065,0.372759857,0.243727599,0.301075269,1.405017921,0.551971326,0.358422939,0.422939068,0.322580645,0.186379928,0.265232975,0.379928315,0.240860215
CASENT_0488775,,tamatavensis,790,345,712,672,240,590,190,535,570,182,280,192,230,1050,402,280,315,230,128,195,292,182,tamatavensis-CASENT_0488775,-15.28833,49.54833,,731,0.436708861,1.109550562,1.175595238,0.328317373,0.807113543,0.259917921,0.731874145,0.779753762,0.248974008,0.383036936,0.262653899,0.314637483,1.436388509,0.549931601,0.383036936,0.430916553,0.314637483,0.175102599,0.266757866,0.399452804,0.248974008
CASENT_0496292_HT,CASENT_0496292_HT,tamatavensis,750,325,665,640,228,562,180,505,520,180,260,170,210,982,380,270,300,218,120,185,280,175,tamatavensis-CASENT_0496292_HT,-15.28833,49.54833,,695,0.433333333,1.127819549,1.171875,0.328057554,0.808633094,0.258992806,0.726618705,0.748201439,0.258992806,0.374100719,0.244604317,0.302158273,1.41294964,0.54676259,0.388489209,0.431654676,0.313669065,0.172661871,0.26618705,0.402877698,0.251798561
CASENT_0496292_HT,CASENT_0763559_PT,tamatavensis,778,340,705,670,230,580,182,520,540,192,272,180,200,1030,390,280,315,238,132,195,300,180,tamatavensis-CASENT_0496292_HT,-15.28833,49.54833,,724,0.437017995,1.103546099,1.16119403,0.317679558,0.801104972,0.251381215,0.718232044,0.745856354,0.26519337,0.375690608,0.248618785,0.276243094,1.422651934,0.538674033,0.386740331,0.435082873,0.328729282,0.182320442,0.269337017,0.414364641,0.248618785
CASENT_0496293_PT,,tamatavensis,800,350,725,700,240,590,198,550,560,190,275,185,240,1090,410,280,330,240,140,202,300,185,tamatavensis-CASENT_0496293_PT,-15.28833,49.54833,,750,0.4375,1.103448276,1.142857143,0.32,0.786666667,0.264,0.733333333,0.746666667,0.253333333,0.366666667,0.246666667,0.32,1.453333333,0.546666667,0.373333333,0.44,0.32,0.186666667,0.269333333,0.4,0.246666667
CASENT_0496293_PT,,tamatavensis,750,320,688,655,232,570,182,490,510,178,262,178,230,1005,370,265,300,232,128,182,280,170,tamatavensis-CASENT_0496293_PT,-15.28833,49.54833,,702.5,0.426666667,1.090116279,1.145038168,0.33024911,0.8113879,0.259074733,0.697508897,0.725978648,0.253380783,0.372953737,0.253380783,0.327402135,1.430604982,0.526690391,0.377224199,0.427046263,0.33024911,0.182206406,0.259074733,0.398576512,0.241992883
CASENT_0496294_PT,,tamatavensis,750,330,670,638,225,565,172,490,495,170,252,160,205,990,370,265,305,222,130,185,280,170,tamatavensis-CASENT_0496294_PT,-15.28833,49.54833,,694,0.44,1.119402985,1.175548589,0.324207493,0.814121037,0.247838617,0.706051873,0.713256484,0.244956772,0.363112392,0.23054755,0.295389049,1.426512968,0.53314121,0.38184438,0.439481268,0.319884726,0.187319885,0.266570605,0.403458213,0.244956772
CASENT_0496294_PT,,tamatavensis,770,345,700,670,232,572,190,530,550,185,265,180,210,1050,390,295,320,225,122,198,300,180,tamatavensis-CASENT_0496294_PT,-15.28833,49.54833,,720,0.448051948,1.1,1.149253731,0.322222222,0.794444444,0.263888889,0.736111111,0.763888889,0.256944444,0.368055556,0.25,0.291666667,1.458333333,0.541666667,0.409722222,0.444444444,0.3125,0.169444444,0.275,0.416666667,0.25
CASENT_0496294_PT,,tamatavensis,780,342,692,662,232,582,188,530,550,195,275,180,220,1050,390,290,315,230,132,202,310,180,tamatavensis-CASENT_0496294_PT,-15.28833,49.54833,,721,0.438461538,1.12716763,1.178247734,0.321775312,0.807212205,0.26074896,0.735090153,0.762829404,0.270457698,0.381414702,0.249653259,0.305131761,1.45631068,0.540915395,0.40221914,0.436893204,0.319001387,0.183079057,0.280166436,0.429958391,0.249653259
